Singerman ID,leave blank,Description,leave blank 2
supp2293,,"Grive, Mrs. Moses and the Wanderings of the Children of Israel. Half Hours with the Bible. New York: McLoughlin Bros., [1886?]. 31, [1] p.



Copies: MWA",
supp2294,,"Hagar, George Jotham, ed. What the World Believes: The False and the True, embracing the People of All Races and Nations, Their Peculiar Teachings, Rites, Ceremonies, Traditions, Public and Private ... from the Earliest Pagan Times to the Present, to which is added an Account of What the World Believes To-day, by Countries. Illustrated with Numerous Engravings ... A Complete Library of Ceremonial Information. ... New York: Gay Brothers & Co., [c1886]. 629, 85 p., [1] p. of adv.

Chap. 11-15, ""The Jews"" (by Sabato Morais; he is credited on the title page in error as ""Rev. S. Morias""). See also the 2d group, ""Biographies of Important Characters Connected with Religious History. Illustrated"" (on pp. 57-58, a section designated ""Jews""). See p. [vii], 1st group, acknowledging the assistance of Rev. Joseph Leucht (""Hebrew Congregations"") and Elias and Moritz Bella (""Hebrew Benevolent Societies and Charitable Institutions"").

Copies: In most academic libraries",
supp2295,,"Historical Sketches of the Missions under the Care of the Board of Foreign Missions of the Presbyterian Church. Philadelphia: Woman’s Foreign Missionary Society of the Presbyterian Church, 1886. 303, [1] p.

""Syria,"" by William A. Holliday, includes neighboring Palestine and Lebanon, and has references to the Jews, as does ""Persia,"" by J. Milton Greene, and ""India,"" by A. Brodhead. The 4th ed., rev. & enl., appeared in 1897.

Copies: In most academic libraries",
supp2296,,"History of Tennessee, from the Earliest Time to the Present; Together with an Historical and a Biographical Sketch of Maury, Williamson, Rutherford, Wilson, Bedford and Marshall Counties; Besides a Valuable Fund of Notes, Reminiscences, Observations, etc., etc. Nashville: Goodspeed Publishing Co., 1886. 1232 p.

See pp. 706-8 for the history of Tennessee’s Jewish congregations. Often cited as Goodspeed’s History of Tennessee, a work that is readily found in editions that repeat the identical Tennessee state history followed by histories of different counties.

Copies: In most academic libraries",
supp2297,,"Howell, George Rogers, and Jonathan Tenney, eds. Bi-centennial History of Albany. History of the County of Albany, N.Y., from 1609 to 1886. With Portraits, Biographies, and Illustrations. New York: W. W. Munsell & Co., 1886. xxx, 997 p.

""Hebrews"": p. 763.

Copies: In most academic libraries",
supp2298,,"The Industries of Louisville, Kentucky, and of New Albany, Indiana. Their Natural, Mercantile, Manufacturing, Financial and Commercial Resources and Facilities. Together with a Series of Comprehensive Sketches of Their Representative Business Houses. Louisville, Ky.: J. M. Elstner & Co., 1886. 260 p.

A view of Louisville’s Temple Adas Israel is on p. 37.

Copies: NN (microfilm)",
supp2299,,"Jews. Liturgy and ritual. Prayers and hymns for the use of the school. New York, 1886.

At New York’s B’nai Jeshurun Congregation. Cf. ""Check List of Works Relating to the Churches and Ecclesiastical History of the City of New York in the New York Public Library,"" Bulletin of the New York Public Library, vol. 5 (1901), p. 199.

Copies: None",
supp2300,,"Knox, Thomas Wallace. The Boy Travellers in the Russian Empire. Adventures of Two Youths in a Journey in European and Asiatic Russia, with Accounts of a Tour Across Siberia, Voyages on the Amoor, Volga, and other Rivers, a Visit to Central Asia, Travels Among the Exiles, and a Historical Sketch of the Empire from Its Foundation to the Present Time. Illustrated. New York: Harper & Brothers, 1886. 505 p., 4 p. of adv. 

Includes a visit to the Jewish quarter of Cracow (with an illus. of Jewish types), also observations about the Russian Jews and their mistreatment.

Copies: In most academic libraries",
supp2301,,"Matthews, Alfred. History of Wayne, Pike, and Monroe Counties, Pennsylvania. Illustrated. Philadelphia: R. T. Peck & Co., 1886. x, 1238 p.

For the Hebrew Congregation at Honesdale, see pp. 417- 18.

Copies: In most academic libraries",
supp2302,,"Moody Stuart, Alexander. ""The Jews."" In: Platform and Pulpit Aids. The Clerical Library (New York: A. C. Armstrong & Son, 1886), pp. 82-94.

Frequently reissued.

Copies: In most academic libraries",
supp2303,,"New York. Machzeki Jeshibath Etz Chaiem. קאנסטיטוציאן חברה מזיקי ישיבת עץ חיים נתיסדה שנת ה' אלפים תרמ""ו. דער Constitution of the Society Machzeki Jeshibath Etz Chaiem organized 5646. New York: Press of A. Ginsberg, 1886. 17 p.

Yiddish and English text on facing pages. Yeshiva University traces its origin to the founding of the Etz Chaim Yeshiva. ""Extracts from Constitution of the Machzike Yeshibath Etz Chaim"" appear in Alexander M. Dushkin, Jewish Education in New York City (New York, 1918), pp. 480-82.

Copies: NNYU",
supp2304,,"The Old Church, and other Stories. Sunday Readings for Little Folks. New York: Cassell & Co., [c1886]. unpaged.

Contains, for example, ""A Jewish Synagogue,"" describing a visit to a London synagogue (with accompanying plate). Copyright held by O. M. Dunham.

Copies: FU (Baldwin Library)",
supp2305,,"Painter, Franklin Verzelius Newton. A History of Education. New York: D. Appleton, 1886. xix, 343 p.

""The Oriental Nations"": pp. 9-36 (""The People of Israel,"" on pp. 26-32).

Copies: In most academic libraries",
supp2306,,"Philadelphia. Hebrew Sunday School Society. Hanucah Entertainment To the pupils of the Hebrew Sunday School of Philadelphia, at Touro Hall, December 26, 1886. Kislev, 28th 5647. [Philadelphia, 1886]. folded leaf.

A program with advertisements for Partridge & Richardson’s ""Bee Hive"" Stores. At head of title: ""Bee Hive"" Record. Furnished gratuitously to Church Entertainments. Philadelphia, December, 1886.

Copies: PPL",
supp2307,,"th’ poet o’ Ante Bar (pseud.).""The Plagues of Egypt."" In: Dime Burlesque Speaker. The Choicest of Humor in Yankee, ""Dutch-English,"" Irish, Negro, Wild West Vernacular, and the Serio-Comic. By the Most Noted American Wits, Humorists and Funny Fellows. Arranged expressly for the Dime Speaker Series (New York: Beadle & Adams, [c1886]), pp. 31-32.

A burlesque rendering of the ten plagues and the Exodus. Johannsen, vol. 1, p. 405 (Speaker Series, no. 25).

Copies: In most academic libraries",
supp2308,,"Shaw, Samuel M. A Centennial Offering. Being a Brief History of Cooperstown with a Biographical Sketch of James Fenimore Cooper, by Hon. Isaac N. Arnold, together with other Interesting Local Facts and Data. Cooperstown, N.Y.: Printed at the Freeman’s Journal Office, 1886. 240 p.

See pp. 40-41 for Esaias Hausman. Running title: History of Cooperstown.

Copies: In most academic libraries",
supp2309,,"Simonds, John T., and John T. McEnnis. The Story of Manual Labor in All Lands and Ages: Its Past Condition, Present Progress, and Hope for the Future. The Lights and Shadows of History in Contrast. A Complete Pen- Picture of the Wage-Worker, from a Social, Political and Economical Standpoint. Together with an Account of the Unions, Guilds, and Associations, Organized for His Benefit and Protection. With an Introduction by T. V. Powderly, Grand Master Workman, Knights of Labor. Illustrated with Portraits and Colored Diagrams. Chicago: R. S. Peale, MDCCCLXXXVI. 715 p.

Part Two, ""Labor in Antiquity"" (chap. 2, ""Palestine"").

Copies: In most academic libraries",
supp2310,,"Upton, George Putnam. Woman in Music. Second ed., revised and enlarged. Chicago: A. C. McClurg, 1886. 221 p., [2] p. of adv.

""Felix Mendelssohn Bartholdy"": pp. [138]-48.

Copies: In most academic libraries",
supp2311,,"Washington Hebrew Congregation. [Prospectus for a benefit fair to be held in Grand Army Hall]. [Washington, D.C., 1886].

Cf. Sopher, ""Our Washington Letter,"" American Israelite (Cincinnati), Jan. 8, 1886, p. 6. See also entry JA S118.

Copies: None",
supp2312,,"West, Nathaniel. ""Prophecy and Israel."" In: Prophetic Studies of the International Prophetic Conference, (Chicago, November, 1886), containing Critical and Scholarly Essays, Letters, etc., upon the Near Coming of the Lord, Its Literal and Personal Character, the Development of the Antichrist, the First Resurrection, the Jews and Their Future, Predicted Judgments, the Millenium, and Kindred Topics and Events, Together with Their Practical Application as an Incentive to Evangelistic and Mission Work, and Personal Consecration ... (Chicago: Fleming H. Revell, [c1886]), pp. 122-35. 

Encourages the Jewish restoration in Palestine.

Copies: In most academic libraries",
supp2313,,"Wickersham, James Pyle. A History of Education in Pennsylvania, Private and Public, Elementary and Higher, from the Time the Swedes settled on the Delaware to the Present Day ... Lancaster, Pa.: Inquirer Publishing Company, 1886. xxiii, 682 p.

""Institutions for the Deaf and Dumb, Blind and Feeble- Minded"": pp. 442-45 (about Daniel [i.e., David] G. Seixas, ""a benevolent Israelite,"" and Isaac Friedlander).

Copies: In most academic libraries",
supp2314,,"Young Men’s Hebrew Association, Philadelphia. [Circular proposing an ambitious exhibition running for two weeks in October, 1886, devoted to American Jewish art and literature; Meyer Sulzberger, President]. [Philadelphia, 1886].

Cf. ""An Exhibition of American-Jewish Art and Literature,"" American Israelite (Cincinnati), June 25, 1886, p. 10.

Copies: None",
supp2315,,"Harbaugh, Thomas Chalmers. Branded Ben, the Night Ferret; or, The Octopus League of New York. Beadle's Half Dime Library, vol. 20, no. 502. New York: Beadle & Adams, 1886. 15 p., [1] p. of adv.

""Prince"" Mordecai is an elderly Jewish lapidary well- known to the city police as a fence having the keen ability to alter otherwise recognizable stolen pieces of fine jewelry. Johannsen, vol. 1, p. 278.

Copies: DLC (Beadle's Half Dime Library; microfilm), 
NCH (Joseph J. Myler Dime Novel Collection), NN (series 
held in Manuscripts, Archives and Rare Books Division);
3rd ed., IDekN.",
supp2316,,"Abbott, Lyman, and Samuel Byram Halliday. Henry Ward Beecher. A Sketch of His Career: With Analyses of His Power as a Preacher, Lecturer, Orator and Journalist, and Incidents and Reminiscences of His Life. Characterizations and Personal Reminiscences, Contributed by Thirty-nine Eminent Writers. Also Mr. Beecher’s Life as Sketched by Himself Shortly Before His Death. Hartford: American Publishing Co., 1887. xii, 670 p.

Contains appreciations of Beecher tendered by Jesse Seligman (pp. 385-86) and Rabbi Max Lilienthal (pp. 390, 393). Cover title: Life of Beecher.

Copies: In most academic libraries",
supp2317,,"Bok, Edward William. Beecher Memorial. Contemporaneous Tributes to the Memory of Henry Ward Beecher. Brooklyn: Privately Printed [on verso: De Vinne Press], 1887. viii, 110 p.

Felix Adler’s ""As a Friend of the Jew,"" appears on pp. 96-97.

Copies: In most academic libraries",
supp2318,,"Campbell, Helen Stuart. Prisoners of Poverty. Women Wage-Workers, Their Trades and Their Lives. Boston: Roberts Brothers, 1887. 257 p.

Chap. 17, ""Child-Workers in New York,"" discusses, in part, a Jewish tailor and his children who assist him.

Copies: In most academic libraries",
supp2319,,"Clews, Henry. Twenty-eight Years in Wall Street. Revised and enlarged by a Resumé of the Past Fifteen Years, making a Record of Forty-three Years in Wall Street ... New York: J. S. Ogilvie Publishing Co., c1887. xxiv, 723, [1] p., 4, [2] p. of adv.

Chap. 38, ""The Rothschilds"" (with two accompanying plates).

Copies: In most academic libraries",
supp2320,,"Conwell, Russell H. ""Gleams of Grace."" Eight Sermons by Russell H. Conwell, (Pastor of Grace Baptist Church, Philad’a, Pa.). To which is added the Chautauqua Report of his Celebrated Popular Lecture, ""Acres of Diamonds."" Philadelphia: Business Men’s Association of Grace Baptist Church, For the benefit of the ""Building Fund"" for the New Church Structure to be built at the Cor. Broad ans Berks Sts., Phila., Pa.; for sale by J. B. Lippincott Company, 1887. 115 p.

For homiletical illustrations drawn from the Jewish experience, including ""the long centuries of Jewish captivity and the weary wilderness journey"" theme, see pp. 11, 12, 34, 79, and 106.

Copies: In most academic libraries",
supp2321,,"Davis, Louis S. Studies in Musical History. New York: G. P. Putnam’s Sons, 1887. iv, 164 p., [2] p. of adv.

""Spirit of Jewish Music"": pp. 10-17.

Copies: In most academic libraries",
supp2322,,"Draper, John Smith. Shams; or, Uncle Ben’s Experience with Hypocrites. A Story of Simple Country Life giving a Humorous and Entertaining Picture of Every Day Life and Incidents in the Rural Districts, with Uncle Ben’s Trip to the City of Chicago and to California, and His Experience with the Shams and Sharpers of the Metropolitan World. Chicago: Thompson & Thomas, c1887. xv, 412 p.

See pp. 212-13 for the visit to Chicago of Abraham, Solomon & Isaac’s Combination troupe from Jerusalem; see pp. 327-32 for Moses Oppenheimer, a partner in Dodgem, Skipem & Oppenheimer, of San Francisco. Each of the humorous sketches has illustrations of the subjects. Wright III:1646 is for another ed.

Copies: In most academic libraries",
supp2323,,"Druid, David. Dick Dashe, the New York Drummer Detective; or, ""Piping"" Sharp Business on the Road. Old Cap. Collier Library, no. 247. New York: Norman L. Munro, 1887. 42 p., [4] p. of adv.

Berthold Bernheim, a Hebrew drummer, represents Fleisch & Co., neckware manufacturers.

Copies: DLC (Old Cap. Collier Library, microfilm)",
supp2324,,"Eshelman, Matthew Mays. Two Sticks; or, The Lost Tribes of Israel Discovered. The Jew and the Israelite Not the Same. Mount Morris, Ill.: The Brethren’s Publishing Co., c1887. 265 p., [2] p. of adv.



Copies: In most academic libraries",
supp2325,,"The Brethren’s Publishing Co.

Rev. Fradenburgh’s learned study of the Book of Esther is dedicated to ""THE QUEENLY WOMEN OF AMERICA.""

Copies: In most academic libraries",
supp2326,,"Gross, Samuel David. Autobiography of Samuel D. Gross, M.D. ... Emeritus Professor of Surgery in the Jefferson Medical College of Philadelphia. With Sketches of His Contemporaries. Edited by His Sons. Philadelphia: George Barrie, 1887. 2 vols.

""Isaac Hays, 1796-1879"": vol. 2, pp. 399-401.

Copies: In most academic libraries",
supp2327,,"Groh, Israel W. Is the God of Israel the True God? The Narrative of the Five Books of Moses, Joshua, Judges, and the New Testament. New York: Truth Seeker Co., c1887. 79 p.

A freethought perspective.

Copies: NN",
supp2328,,"Heard, Albert F. The Russian Church and Russian Dissent comprising Orthodoxy, Dissent, and Erratic Sects. New York: Harper & Brothers, 1887. ix, 310 p., 9 p. of adv.

Contains indexed references under ""Jews.""

Copies: In most academic libraries",
supp2329,,"Holt, Emily Sarah. The Slave Girl of Pompeii; or, By a Way They Knew Not. A Tale of the First Century. With Illustrations by M. Irwin. New York: Robert Carter & Brothers, [not before 1887]. 160 p.

Born in Jerusalem, Sophronia is the daughter of a Greek father and a Jewish mother.

Copies: FU (Baldwin Library)",
supp2330,,"Hurst, John Fletcher. Short History of the Mediæval Church. With Illustrations. New York: Chautauqua Press, C. L. S. G. Department, 1887. vi, 120 p.

Chap. 26, ""The Jewish Philosophy."" Copyright held by Harper & Brothers.

Copies: In most academic libraries",
supp2331,,"Iliowizi, Henry. Divorce and Its Causes. A Lecture by Rabbi Henry Iliowizi ... [Minneapolis]: Tribune Job Printing Co., [1887]. 16 p.

""A Lecture Delivered Before the ‘Liberal Ministers’ Association of St. Paul and Minneapolis.’""

Copies: WHi",
supp2332,,"Independent Order Free Sons of Israel. Special Session of the Grand Lodge of the United States of the Independent Order Free Sons of Israel. Held in the City of New York, November 20, 21, and 22. New York: M. Schlessinger, Steam Printer, 1887. 59 p.

Cover title: Proceedings. Special Session of the Grand Lodge of the U.S., I.O.F.S. of I. November 20, 21 & 22, 1887. New York.

Copies: NN",
supp2333,,"Jews. Liturgy and ritual. A New Ritual. Milwaukee, 1887.

Arranged by Isaac S. Moses. ""... contained prayers and psalms both in English and Hebrew."" See Louis J. Swichkow and Lloyd P. Gartner, The History of the Jews of Milwaukee (Philadelphia, 1963), p. 412, note 67.

Copies: None",
supp2334,,"Knox, Thomas Wallace. Life and Work of Henry Ward Beecher. An Authentic, Impartial and Complete History of His Public Career and Private Life from the Cradle to the Grave. Replete with Anecdotes, Incidents, Personal Reminiscences and Character Sketches ... Hartford: Hartford Publishing Co., 1887. 544 p.

Rabbi Gustav Gottheil and Prof. Felix Adler pay tribute to the late Henry Ward Beecher (pp. 542-43). On pp. 533-34, an extract from Rabbi Leon Harrison’s memorial address, one that highlights Beecher’s tolerant, pro-Jewish sympathies. Frequently reissued.

Copies: In most academic libraries",
supp2335,,"Lamb, Robert W., ed. Our Twin Cities of the Nineteenth Century (Norfolk and Portsmouth): Their Past, Present and Future. Norfolk, Va.: Barcroft, Publisher, 1887-8. 312 p.

For Norfolk’s four Jewish fraternal lodges, see p. 162; for the Montefiore Association, also in Norfolk, see p. 169.

Copies: In most academic libraries",
supp2336,,"Laveleye, Émile de. The Balkan Peninsula. Translated by Mrs. Thorpe. Edited and revised for the English Public by the Author. With an Introductory Chapter upon the most Recent Events, and a Letter from the Right Honourable W. E. Gladstone, M.P. With a Map. New York: G. P. Putnam’s Sons, 1887. xxvi, 384 p.

Contains scattered references to the region’s Jewish communities.

Copies: In most academic libraries",
supp2337,,"[Lockhart, Arthur John]. The Masque of Minstrels and other Pieces, chiefly in Verse. By Two Brothers. Bangor, [Me.]: Benjamin A. Burr, Printer, 1887. 351 p., [1] p. of adv.

""Jerusalem"": pp. [93]-94 (The hate-filled ""stubborn sons, self-willed"" are the Jewish adversaries of Jesus). Copyright held by Arthur J. Lockhart; he signed the ""Author’s Introductory Notes."" A perfect copy has a frontispiece of the author.

Copies: In most academic libraries",
supp2338,,"Lowell, James Russell. Democracy, and Other Essays. Boston: Houghton, Mifflin, 1887. vi, 245 p., 14 p. of adv.

""Democracy"" (pp. [1]-42) discusses Jewish exclusion, followed by emancipation, then Jewish revenge (""They made their corner the counter and banking-house of the world, and thence they rule it and us with the ignobler scepter of finance"" (p. 18).

Copies: In most academic libraries",
supp2339,,"New York. B’nai Jeshurun Congregation. By-laws, revised, 1887. New York, 1887.

Cf. ""Check List of Works Relating to the Churches and Ecclesiastical History of the City of New York in the New York Public Library,"" Bulletin of the New York Public Library, vol. 5 (1901), p. 199.

Copies: None",
supp2340,,"New York. Congregation Beth Hamedrash Hagadol. Khevre kedishe fon Beys medresh hagodl. [Neben gezettse der Khevre kedishe fon Beys medresh hagodl, 52 54 56 Norfolk strit ...]. New York: M. Veksler, 1887. 13 p.



Copies: MH (microfilm)",
supp2341,,"Peixotto, Benjamin F. [Appeal, New York, Oct. 12, 1887, on letterhead of The Menorah, to the B’nai B’rith membership for ""material support"" to sustain the magazine, one that fulfills the Order’s mission of intellectual advancement]. New York, 1887. folded leaf printed on sides 1 and 3.

See Raynors’ Historical Collectible Auctions ... November 18th, 2004, lot 320 (facsimile).

Copies: None",
supp2342,,"Price, Frederick George Hilton. The Signs of Old Lombard Street. With Sixty whole-page 4to Illustrations by James West. London: Field & Tuer, The Leadenhall Press; Simpkin, Marshall & Co.; Hamilton, Adams & Co.; New York: Scribner & Welford, [1887?]. xiv, 112 leaves + plates.

Introduces the Jews and their usurious moneylending practices in England as the direct cause of their expulsion.

Copies: In most academic libraries",
supp2343,,"Schegg, Peter. Biblische Archäeologie. Bearbeitet von Peter Schegg. Nach sienem Tode herausgegeben von Johann Baptist Wirthmüller. Theologische Bibliothek. Freiburg im Breisgau: Herder’sche Verlagshandlung 1887. xvii, 716 p.

""Zweigniederlassungen in Straßburg, München und St. Louis, Mo. Wien I, Wollzeile 33: B. Herder, Verlag."" ""Entered according to Act of Congress, in the year 1887, by Joseph Gummersbach of the firm of B. Herder, St. Louis, Mo., in the Office of the Librarian of Congress at Washington, D.C.""

Copies: In most academic libraries",
supp2344,,"Smith, Robert. A Series of Lectures on the Signs of the Times, the Fulfillment of Prophecy, the Dream of Nebuchadnezzar, the Vision of Daniel, the Perihelia of the Planets, the Constellations of the Serpent and Dragon, Star of Bethlehem, Shepherd Star and the Great Signs in the Heavens, with the Seven Wonders of the World, Pyramids and Cleopatra’s Needles, Events in History, Its Sieges and Battles, with Scenes in Zion and the Last Judgment. Payson, Utah: [Printed at the Juvenile Instructor Office], 1887. 115 p., [1] p. of adv.

Events in Jewish history and the ingathering of the Jews in Zion are incorporated into this eschatological treatise by a Mormon elder. A perfect copy has a frontispiece, The Camp of Israel.

Copies: In most academic libraries",
supp2345,,"Sue, Eugène. The Wandering Jew. New Revised Translation from the Original French, by Henry L. Williams. Unabridged Edition, Complete in One Volume. London, New York: George Routledge and Sons, [1887?]. 3 vols. in 1.

1. The Transgression (181 p.); 2. The Chastisement (182 p.); 3. The Redemption (184 p.). Combines all three undated individual volumes issued previously in Routledge’s World-Wide Library series.

Copies: CFlS, ICU, InU, MnHi (Ignatius Donnelly Library
coll.), NN.",
supp2346,,"Szold, Benjamin. [Urim ve-teumim]. Outlines of the System of Judaism. Designed as a Religious Manual for the Instruction of the Israelitish Youth. Sixth Edition. Baltimore: H. F. Siemers, 1887. 64 p.



Copies: PU",
supp2347,,"Thwing, Charles Franklin, and Carrie F. Butler Thwing. The Family: An Historical and Social Study. Boston: Lee and Shepard; New York: Charles T. Dillingham, 1887. 213 p., [2] p. of adv.

""The Family among the Greeks, Romans, and Jews"": pp. 24-44.

Copies: In most academic libraries",
supp2348,,"Walling, George Washington. Recollections of a New York Chief of Police. Illustrated from Original Drawings and Photographs. New York: Caxton Book Concern, 1887. 608 p.

Chap. 9 is devoted to the unsolved murder of Benjamin Nathan (1870). See chap. 20 for ""Marm"" Mandelbaum, a notorious fence for stolen goods, and her gang, including Michael Kurtz alias ""Sheeney Mike."" Chap. 31 covers the ""Great Trunk Mystery"" for which Dr. Jacob Rosenzweig was convicted for the death of Alice Augusta Bowlsby during an abortion. A perfect copy has a frontispiece of the author.

Copies: In most academic libraries",
supp2349,,"[Watson, Mary]. San Francisco Society: Its Characters and Characteristics [by] Watson. San Francisco: Francis, Valentine, 1887. [3] p. of adv., 42 p., [6] p. of adv.

See page 27 concerning local Christian institutions as the recipients of Jewish philanthropic support and Jewish patronage of the arts.

Copies: CU-B",
supp2350,,"Wilson, Augusta Jane. At the Mercy of Tiberius: A Novel ... New York: G. W. Dillingham; London: Chapman and Hall, 1887. 616 p.

In his address to the jury, Mr. Dunbar, a defense attorney, cites the Mechilta of the Talmud to illustrate the sanctity of human life (p. 317). Wright III:6009.

Copies: In most academic libraries",
supp2351,,"Allen, Charles Adams. The Christian Enthusiasm. An Essay. Boston: Geo. H. Ellis, 1888. 24 p.

Contains an appreciation of Jesus’ Sermon on the Mount as the embodiment of the ""Progressive Judaism of the age"" (p. 12). Reprinted, with ""verbal changes"" and ""additional notes,"" from the Unitarian Review (Boston), April 1888.

Copies: In most academic libraries",
supp2352,,"American Art Galleries. Exhibition of the Works of Vassili Verestchagin. Illustrated Descriptive Catalogue. New York: Press of J. J. Little & Co., 1888. 75, [2] p.

See, for example, ""Portrait of a Jewish Rabbi"" (pp. [33]-34); ""A Jew of Jerusalem"" (pp. [66], [77]); ""Jew"" (p. 76).

Copies: In most academic libraries",
supp2353,,"Atlanta. Hebrew Orphans’ Home. [Circular soliciting contributions to complete the construction of the Jewish Orphan Asylum’s building; Joe Hirsch, Chairman Fair Committee]. [Atlanta, 1888].

Cf. ""Hebrew Orphan Asylum,"" American Israelite (Cincinnati), Nov. 2, 1888, p. 6.

Copies: None",
supp2354,,"Bassett, Charles. ""It’s Hebrew, You Know."" As Sung by Chas. Bassett in ""A Drummer’s Life."" [Chicago]: Columbia Theatre, [1888]. folded card printed on both sides.

""A Drummer’s Life,"" a ""Melo-dramatic Comedy,"" opened for one week at Chicago’s Columbia Theatre beginning Feb. 19, 1888. According to ""Our Theatres,"" Chicago Tribune, Feb. 21, 1888, p. 5, Jakey Einstein, the hero in Bassett’s poorly-reviewed ""disordered dream,"" resembles ""Sam’l of Posen."" The text of ""A Drummer’s Life"" has not been found.

Copies: MiEM (Arsenal coll. uncat.)",
supp2355,,"The Battle of Belief and the Jewish Creed. [Chicago?, 1888?].

A ""small tract"" signed J. S. [Julius Silversmith?]. Cf. Occident (Chicago), Aug. 10, 1888, p. 4.

Copies: None",
supp2356,,"Bellew, Frank P. W. Chip’s Un-natural History. New-York: Frederick A. Stokes & Brother, 1888. unpaged.

See the illustrated leaf captioned, ""The Chetah."" The dishonest Jewish clothes merchant (The Cheater) is seen on the sidewalk outside of his Baxter St. shop ""in all his diabolical ferocity,"" trying to ensnare ""some innocent and unsuspecting country dude.""

Copies: In most academic libraries",
supp2357,,"Béranger, Pierre Jean de. Songs from Béranger. Translated in the Original Metres by Craven Langstroth Betts. New York: Frederick A. Stokes & Brother, 1888. 253, [1] p.

""The Wandering Jew. Le Juif Errant"": pp. [245]-49. A perfect copy has a frontispiece of the author.

Copies: In most academic libraries",
supp2358,,"Bissell, Edwin Cone. Biblical Antiquities: A Hand-Book for use in Seminaries, Sabbath-Schools, Families and by all Students of the Bible. With Numerous Illustrations and Tables. Green Fund Book, no. 5. Philadelphia: American Sunday-School Union, 1888. 420 p.

Part I. ""Domestic Antiquities,"" Part II. ""Civil Antiquities,"" Part III. ""Sacred Antiquities.""

Copies: In most academic libraries",
supp2359,,"Burgheim, Max. Cincinnati in Wort und Bild. Nach authentischen Quellen bearbeitet un zusammengestellt von ... Mit zahlreichen Illustrationen. Cincinnati: Verlag von M. & R. Burgheim, [c1888]. 423 p.

See pp. 78-80, 277, 300 for Cincinnati’s Jewish community (includes Rabbi Max Lilienthal and views of the Plum St. and Mound St. synagogues). See also pp. 247- 48 (Hebrew Union College); p. 281 (Jewish Hospital); pp. 314-15 (Phoenix Club).

Copies: In most academic libraries",
supp2360,,"Cleveland. Jewish Orphan Asylum. An Appeal. Cleveland, 1888. broadside.

An urgent appeal, Dec. 1888, for donations to help complete and open the Asylum’s new building. Signed Abr. Hart, President; S. Wolfenstein, Secretary. See Raynors’ Historical Collectible Auctions ..., online catalog designated 2005-01, lot 839 (facsimile).

Copies: None",
supp2361,,"Congressional Record: Containing the Proceedings and Debates of the Fiftieth Congress, First Session. Volume XIX, Pt. IV. Washington: Govt. Print. Off., 1888. 

Session of the Senate opened on April 24, 1888, with a prayer by Rev. H. Pereira Mendes, New York, but text is not given (see p. 3266). Session of the House of Resentatives opened on April 26, 1888, with a prayer by Rabbi Abraham Blum, Galveston, but text is not given (see p. 3407).

Copies: In most federal documents collections",
supp2362,,"Croly, David Goodman. Glimpses of the Future. Suggestions as to the Drift of Things (To be read now and judged in the year 2000). New York: G. P. Putnam’s Sons, 1888. 177 p.

""The Secret of the Jewish Race"": pp. 62-68.

Copies: In most academic libraries",
supp2363,,"Deems, Charles F. The Gospel of Common Sense as contained in the Canonical Epistle of James. New York: Wilbur B. Ketcham; Edinburgh: James Gemmell, [c1888]. 322 p., [6] p. of adv.

Dedicated to ""Rev. Dr. Gustav Gottheil"" and ""Rt. Rev. Henry C. Potter,"" each of them ideal representatives of the excellent type that James was, Gottheil as the Israelite and Potter as the Christian.

Copies: In most academic libraries",
supp2364,,"Goldfaden, Abraham. Ahasuerus; or Queen Hester [!]. An Historical Operetta of 5 Acts and 15 Scenes. New York, 1888.

Copyright held by A. Goldfaden, New York, 1888, per Library of Congress Copyright Office, Dramatic Compositions Copyrighted in the United States, 1870 to 1916 (Washington, D.C., 1918), no. 620.

Copies: None",
supp2365,,"Goldfaden, Abraham. The Bewitched Trumpeteer: A Comical Play in 3 Acts, and 6 Tableaux. New York, 1888.

Copyright held by A. Goldfaden, New York, 1888, per Library of Congress Copyright Office, Dramatic Compositions Copyrighted in the United States, 1870 to 1916 (Washington, D.C., 1918), no. 3717.

Copies: None",
supp2366,,"Goldfaden, Abraham. Der Padratsick; or, The Russian Turkish War. Comical Operetta in 4 Acts and 7 Scenes. New York, 1888.

Copyright held by A. Goldfaden, New York, 1888, per Library of Congress Copyright Office, Dramatic Compositions Copyrighted in the United States, 1870 to 1916 (Washington, D.C., 1918), no. 36613.

Copies: None",
